20_internal_4702,2
21_internal_2262,2
5_internal_8654,2
17_internal_7928,1
14_internal_5607,1
8_internal_8962,6
16_internal_6481,1
5_internal_13039,1
13_internal_4070,7
19_internal_6803,1
12_internal_8847,6
10_internal_7763,3
5_internal_8482,5
1_internal_15899,9
14_internal_6921,3
4_internal_8302,2
10_internal_9297,1
8_internal_7091,3
6_internal_10254,1
2_internal_13569,9
20_internal_4749,3
2_internal_13803,1
19_internal_6126,1
3_internal_13258,1
2_internal_14113,1
6_internal_10141,1
12_internal_8639,3
1_internal_16731,1
2_internal_13266,2
2_internal_14093,1
1_internal_15894,1
5_internal_8394,7
15_internal_6492,1
