19_internal_5811,3
15_internal_5551,1
12_internal_8665,13
2_internal_14458,1
6_internal_10291,5
2_internal_13832,1
7_internal_8778,4
3_internal_11601,3
7_internal_8412,1
12_internal_8546,5
8_internal_7036,4
6_internal_10398,2
2_internal_13337,7
2_internal_13043,1
17_internal_7821,6
13_internal_4091,2
10_internal_10842,2
3_internal_11279,5
1_internal_17138,2
6_internal_10358,10
1_internal_16135,11
12_internal_8674,3
1_internal_16329,1
15_internal_6532,11
3_internal_10865,2
11_internal_7586,23
1_internal_16768,8
4_internal_7677,1
6_internal_10581,1
20_internal_4864,2
2_internal_13513,4
10_internal_7711,3
22_internal_3328,4
1_internal_18945,5
12_internal_10810,14
14_internal_5554,3
17_internal_7924,14
14_internal_5558,18
2_internal_13286,2
3_internal_11622,9
3_internal_11816,9
11_internal_7844,13
15_internal_5707,6
2_internal_13354,13
16_internal_5606,16
13_internal_3849,1
20_internal_5005,1
5_internal_8133,15
6_internal_10641,1
4_internal_7391,2
12_internal_8617,14
19_internal_5968,10
1_internal_18344,2
17_internal_7890,1
22_internal_3438,2
3_internal_11864,11
21_internal_2157,18
15_internal_5446,7
20_internal_4919,8
11_internal_7856,5
3_internal_11639,1
4_internal_7614,1
2_internal_13204,6
2_internal_13479,7
11_internal_8098,2
12_internal_13817,2
4_internal_7282,1
2_internal_16290,5
12_internal_8949,1
2_internal_14232,4
15_internal_5691,2
21_internal_2258,1
13_internal_3981,4
12_internal_9057,6
6_internal_10659,1
12_internal_9055,5
21_internal_2668,4
10_internal_8331,2
9_internal_6805,10
20_internal_5113,1
15_internal_5512,9
2_internal_13718,3
3_internal_11879,1
2_internal_13910,1
1_internal_17173,2
5_internal_8525,2
13_internal_3824,1
1_internal_15656,15
6_internal_10162,1
8_internal_6990,6
14_internal_5664,1
8_internal_8637,1
1_internal_16523,2
19_internal_6081,2
8_internal_7697,5
19_internal_6085,1
17_internal_8640,1
5_internal_8466,1
11_internal_7625,10
22_internal_3429,6
10_internal_8033,1
20_internal_4839,7
14_internal_5530,17
6_internal_12610,1
17_internal_7876,1
13_internal_4163,2
3_internal_11323,1
11_internal_7789,1
1_internal_16440,3
17_internal_10736,7
8_internal_7362,3
12_internal_8486,10
13_internal_3883,1
1_internal_15832,9
1_internal_16533,7
14_internal_5646,4
12_internal_10370,1
22_internal_3660,1
5_internal_8477,6
1_internal_16068,3
8_internal_7057,1
11_internal_7806,7
6_internal_10917,1
21_internal_2268,4
19_internal_6035,1
3_internal_10953,2
12_internal_12385,3
14_internal_5443,2
2_internal_14060,13
4_internal_7359,2
4_internal_7218,8
3_internal_11256,5
5_internal_8263,2
11_internal_7683,13
12_internal_8652,7
18_internal_3399,4
1_internal_17181,10
17_internal_7654,18
1_internal_16052,5
17_internal_8271,1
6_internal_9847,1
7_internal_8186,2
19_internal_6284,2
1_internal_16191,4
8_internal_7229,1
2_internal_14766,1
17_internal_8288,1
5_internal_8274,1
10_internal_7733,5
10_internal_8829,2
21_internal_2190,3
11_internal_8580,1
5_internal_8375,2
6_internal_10689,14
1_internal_16427,6
18_internal_3090,6
