15_internal_5574,4
6_internal_9898,10
17_internal_7964,2
11_internal_7755,30
8_internal_7137,4
14_internal_7137,2
10_internal_10723,10
20_internal_5636,12
12_internal_9138,6
8_internal_7011,2
3_internal_11674,2
1_internal_16864,13
15_internal_6003,1
5_internal_9048,2
9_internal_7193,2
14_internal_5935,1
16_internal_5608,8
3_internal_12517,5
11_internal_7699,1
16_internal_5534,2
4_internal_6953,2
1_internal_16435,2
20_internal_5052,3
5_internal_8439,1
20_internal_5477,9
1_internal_16282,2
21_internal_2466,2
17_internal_7960,4
7_internal_8706,1
19_internal_8727,8
1_internal_17606,3
8_internal_6685,6
11_internal_8369,4
2_internal_13478,17
6_internal_10802,3
18_internal_3333,11
2_internal_13856,1
8_internal_6743,9
22_internal_3529,1
3_internal_13402,1
20_internal_4738,2
16_internal_5701,1
